origin,colYear,colMonth,prom_arribades
CVG,1996,10,2.0000
CVG,1996,7,137.0000
CVG,1996,12,18.0000
CVG,1996,11,1.0000
CVG,1997,12,2.0000
CVG,1997,2,5.0000
CVG,1997,11,-5.0000
CVG,1998,7,6.0000
CVG,1998,4,-19.0000
CVG,1999,6,40.0000
CVG,1999,10,65.0000
CVG,1999,12,-3.0000
CVG,1999,3,9.0000
CVG,1999,3,3.0000
CVG,2000,2,-1.0000
CVG,2000,8,-8.0000
CVG,2000,11,-7.0000
CVG,2000,5,-21.0000
CVG,2000,4,18.0000
CVG,2001,1,9.0000
CVG,2001,12,-11.0000
CVG,2001,11,1.0000
CVG,2002,8,-5.0000
CVG,2002,12,-19.0000
CVG,2002,3,9.0000
CVG,2003,8,-13.0000
CVG,2003,5,-11.0000
CVG,2004,12,5.0000
CVG,2004,6,3.0000
CVG,2004,7,-6.0000
CVG,2004,9,-5.0000
CVG,2004,10,10.0000
CVG,2004,3,-4.0000
CVG,2004,4,-1.0000
CVG,2004,12,-1.0000
CVG,2004,2,75.0000
